#################################################################################	#################################################################################
clean	svacCa/xakRa/weja/wejamaya/wAjI/wAjA/SuXxa/sunxara/sudOla/SlIla/sIXA/sAPa-suWarA/sAPa/rikwa/PurwIlA/pUrNa/pUrA/pAraxarSI/nirxoSa/niRpakRa/nIroga/niRklafka/niRkalafka/nipuNa/nihaWwa/korA/kafgAla/KAlI/cuswa/clean/aCcA/Baxra/SAlIna/niyamoM_kA_pAlana_karawe_hue/binA_kisI_galawI_ke/sAPa_Dafga_se/pUrI_waraha_se/pUrI_waraha/nyAyasafgawa/ekaxama/acCI_waraha_se/aCce_Dafga_se/nissanxeha/saPAI/niRkalafka_Orawa/Xo/sAPa_kara/saPa_kara/saPAI_karanA_kara/saPAI_kara/sAPa_ho/pOMCa/nikAla/nafgA_kara/lUta_le/KAlI_kara_x_kara
cleanup	KAlI
clean-up	saPAI/saPAyA/svacCa_ho
clean-ups	saPAI
cleanups	saPAI
clearance	nikAsI/nirbAXana/anwara/prakASa_meM_dAlanA
clearances	prakASa_meM_dAlanA
clear-away	hatA_le
clear-cuter	spaRtawaH
clearcuter	spaRtawaH
clear-cutest	spaRtawaH
clearcutest	spaRtawaH
clearcut	spaRtawaH
clear-cut	spaRtawaH/suspaRta
cleared	spaRta/xoRamukwa
clearer	spaRta
clearest	spaRta
clear-headedly	samaJaxArI_se
clear-headedness	samaJaxArI
clear-headed	samaJaxAra
clearing-house	nikAsI_gqha
clearing	spaRta/vqkRahIna_kRewra/samASoXana
clearings	saPA_kRewra
clearly	spaRtawaH/sAPa_sAPa/ni:_sanxeha/niHsanxeha/sAPa-sAPa
clearnesses	saPAI
clearness	saPAI/spaRtawA
clear_noun	mArjana
clear-off	BAga_jA
clear-sighted	wIvra_xqRti_vAlA/A
clear	spaRta/xUra/xqDa/wIvra/viSvAsapAtra/upayukwa/TaNdA/SuXxa/sAPa/sapAta/sahI/pUrNa/pUrA/pArxarSaka/paraxarSI/niSciwa/nirxoSa/nirxoRa/nirmala/niRkalafka/nirbAXa/niraBra/mukwa/KulA/KAlI/buXximAna/adiga/binA_SafkA_ke/beSaka/sajaga/pAraxarSaka/binA_rukAvata_ke/vimala/spaRtawayA/sAPa-sAPa/pUrI_waraha_se/samaJa_meM_AnA/KulI_jagaha/xUra_kara/xoRamukwa_kara/xe/waya_kara/vyakwa_kara/vasUla_kara/uwAra/svIkqwa_kara/svacCa_banA/spaRtA_kara/spaRta_kara/se_gujara/sAPa/sAPa_kara/sAPa_ho/sAPa_ho_jA/samAXAna_kara/samApwa_kara/pUrA_kara/pAsa_kara/pAra_kara/pAra_kara_jA/nipatAna_kara/nipatA/nikAla/mukwA_kara/mukwa_kara/mAnyawA_xe/maFjUra_karavA/lABa_kamA/klIyara_kara/kliyara_kara/klIyara_ho/kliyara_ho/kIka_mAra/KarIxa_le/kamA/KAlI_kara/hatA/gAyaba_ho_jAnA/cukA/clear/bika_jA/Beja/beca_xe/beca/bawA/banA/bAijjawa_barI_kara/anumawi_xe/hata/xoRa_mukwa_kara/nirxoRa_TaharA/nikAsa_kara/cukawA_kara
clears	spaRta
clear-up	sulaJA
clearway	nirbAXa_paWa
cleated	PannI
cleating	PannI
cleat	PannI/lakadI_yA_XAwu_kI_pattI_jo_bAzXane_ke_kAma_AwI_ho
cleats	PannI
cleavages	swanoM_ke_bIca_kA_BAga
cleavage	swanoM_ke_bIca_kA_BAga/vakRa-vixaraNa
cleaved	cipake_hue_rahanA
cleaver	badA_CurA/mAzsa_kAtane_kA_cAk
cleavers	badA_CurA
cleaves	cipake_hue_rahanA
cleave	xviKaNdiwa_kara/viBAjiwa_kara/mAna/cIra_xe/cipake_hue_raha
cleaving	cipake_hue_rahanA
clef	safgIwa_svaroM_kA_prawIka
clefs	safgIwa_svaroM_kA_prawIka
clefted	viBAjiwa
clefter	viBAjiwa
cleftest	viBAjiwa
clefting	viBAjiwa
clefts	viBAjiwa
cleft	viBAjiwa
clematis	eka_prakAra_kI_bela/murvA
clematises	eka_prakAra_kI_bela
clemencies	xayA
clemency	xayA/anukUlawA/xayASIlawA
clement	anukUla/xayAlu
clementer	xayAlu
clementest	xayAlu
clenched	kasakara_pakadanA
clenches	kasakara_pakadanA
clenching	kasakara_pakadanA
clench	kasakara_pakada/mutTI_bAzXa/jakada
clepsydra	jalaGadI
cleptomania	corI_karane_kI_bImArI
cleptomanias	corI_karane_kI_bImArI
clerestory	carca_kI_xIvAra_kA_UparI_BAga
clergies	pAxarI
clergyman	pAxarI/pujAra
clergymen	pAxarI
clergy	pAxarI/purohiwa-varga
clericaler	pAxarI_sambanXI
clericalest	pAxarI_sambanXI
clerical	leKA_sambanXI/purohiwI/lipika_viRayaka/pAxarI_sambanXI
clerically	lipika_rUpa_se
cleric	pAxarI/XArmika_newA
clerics	pAxarI
clerked	leKAkAra
clerking	leKAkAra
clerk	leKAkAra/vixvAna/peSakAra/pAxarI/lipika/klarka/kirAnI/aXikArI/peSakArI_kara/pAxarI_kA_kAma_kara/muMSI_kAma_kara/klarka_kA_kAma_kara
clerks	leKAkAra
cleveland	klIvalEMda
Cleveland	klIvalEMda
clever	cawura/yogya/vicakRaNa/nipuNa/cAlAka/buXximAna/buxXimAna
cleverdick	cawura
cleverdicks	cawura
cleverer	cawura
cleverest	cawura
cleverly	cawurAI_se/hoSiyArI_se
clevernesses	hoSiyArI
cleverness	hoSiyArI
clevers	cawura
clewed	surAga
clewing	surAga
clews	surAga
clew	surAga
cliche	calana_se_bAhara_huA_muhAvarA/piRtokwi_prayoga/piRtokwi
cliched	GisA-pitA_huA
clicked	klika_karanA
clicking	klika_karanA
click	Kata-Kata/KataKata_kI_AvAja/klika_kara/prasixXa_ho/Kata-Kata_kara/Gula-mila_jA/acAnaka_samaJa_meM_A/klika_kara[honA]/yakAyaka_samaJa_meM_A
clicks	klika_karanA
clientele	grAhaka_loga
client	muvakkila/klAyanta/grAhaka/upaBogawA
clients	upaBogawA
cliff-hanger	anwa_aniSciwa_vAlA_nAtaka
cliffhanger	anwa_aniSciwa_vAlA_nAtaka
cliff-hangers	anwa_aniSciwa_vAlA_nAtaka
cliffhangers	anwa_aniSciwa_vAlA_nAtaka
cliff	KadI_cattAna/prapAwa/Bqgu
cliffs	KadI_cattAna
climacticaler	uwwejaka
climacticalest	uwwejaka
climactically	uwwejakawA_se
climactical	uwwejaka
climacticer	uwwejaka
climacticest	uwwejaka
climactic	uwwejaka/carama
climate	jalavAyu/vAwAvaraNa/AbohavA/parisWawi
climates	parisWawi
climatically	jalavAyu_sambanXI_rUpa_se/jalavAyu_ke_AXAra_para
climatic	jalavAyu-viRayaka
climatologies	jalavAyu_vijFAna
climatologist	jalavAyu_vijFAnI
climatology	jalavAyu_vijFAna
climaxed	SiKara
climaxes	SiKara
climaxing	SiKara
climax	SiKara/parAkARTA/caramAvasWA/carama_biMxu/caramowkarRa_para_pahuzca
climb	caDAva/caDAI/caDAna/ArohaNa/caDa/uzcA_ho/Upara_jA/Upara_caDa/upara_caDa/uga/sAmAjika_paxa_para_unnawi_kara/parvawArohaNa_kara/para_upara_caDanAa/para_Upara_caDa/pahuzca/pahana/lipata_kara_caDa/jA/dAla/cliMba/caDAva_Upara_kI_Ora_ho/caDA/caDa_jA/baDa/Arohana_kara/ArohaNa_kara/unnawi_kara
climbdown	caDanA
climb-down	caDanA/prawyAhAra/nivarwana/BUla-svIkAra
climbed	caDanA
climber	caDane_vAlA/lawA/ArohI/bela/samAja_meM_ucca_varga_kI_ora_DAlane_vAlA
climbers	bela
climbing	caDanA/ArohaNa
climbing-frame	Arohana-DAzcA
climbs	caDanA
clime	jalavAyu
climes	jalavAyu
clinched	karakara_pakadanA
clinches	karakara_pakadanA
clinching	karakara_pakadanA
clinch	pakada/prApwa_kara_le/waya_kara/waya_ho_jA/karakara_pakada
clingingly	SarIra_se_cipake_hue_rUpa_se
clinging	SarIra_se_cipakA_huA/satA_rahane_vA/cipakane_vAlA/BAvAwmaka_rUpa_se_nirBara
cling	kasakara_lipata_jA/lipata_jA/jakadA_ho/cipaka_jA/bane_raha/cipake_raha/tike_raha
clings	bane_rahanA
clinical	BAva_Avega_ke_binA/roga-viRayaka/BAvaSUnya/asajjiwa/nExAnika/sAxagI
clinicaler	nExAnika
clinicalest	nExAnika
clinically	nExAnika_rUpa_se
clinic	cikiwsAlaya/klInika
clinics	cikiwsAlaya
clinked	tana-tana_AvAja_karanA
clinker	BattI_se_prApwa_rAKa_kA_Dera
clinker-built	pattexAra
clinkered	BattI_se_prApwa_rAKa_kA_Dera
clinkering	BattI_se_prApwa_rAKa_kA_Dera
clinkers	BattI_se_prApwa_rAKa_kA_Dera
clinking	tana-tana_AvAja_karanA/JanaJanAhata
clinks	tana-tana_AvAja_karanA
clink	tana-tana_kI_AvAja/jela/JanaJanAhata/JanaJanA/tana-tana_AvAja_kara
Clinton	kliMtana
clipboard	kAgaja_Axi_pakadane_kI_waKwI/klipaborda
clipboards	kAgaja_Axi_pakadane_kI_waKwI
clip-joint	manoraFjana_sWala
clip	klipa/kilapa/kAzta_CAzta/kaware_hui_Una_kA_gAlA/kArawUsa_kI_petI/hAwa_kA_PurwIlA_prahAra/cimatI/CaztAI/prahAra/aMSa/golI_dalI_huI_banxUka/wejI_se_prahAra_kara/kilapa_lagA/kAta_kara_nikAla_xe/CAzta/bAla_kawara/akRara_Coda_xe/joda
clip-on	kisI_se_banXA_huA/klipa_vAlA
clipped	golI_dalI_huI_banxUka
clipper	kawaranI/powa/kEMcI
clippers	kawaranI/kEMcI
clipping	golI_dalI_huI_banxUka/katiMga
clipping_noun	karwana
clips	golI_dalI_huI_banxUka
clique	guta
cliques	guta
clitoris	BaganAsA/Baga-SiSna
clitorises	BaganAsA
cloaca	mala-jala_nikAsa_pAipa
cloak-and-dagger	sAhasa/rahasya_Axi_se_yukwa_kucakra_praXAna/gupwa
cloaked	DakA_huA_honA/veRtiwa/AcCAxiwa
cloaking	DakA_huA_honA
cloak	labAxA/Ada/DakA_huA_ho
cloakroom	sAmAna_raKane_kA_sWAna/sAmAna-kakRa
cloakrooms	sAmAna_raKane_kA_sWAna
cloaks	DakA_huA_honA
clobbered	burI_waraha_pItanA
clobbering	burI_waraha_pItanA
clobber	sAmAna/kapade-lawwe_iwyAxi/burI_waraha_pIta/burI_waraha_se_harA/burI_waraha_mAra
clobbers	burI_waraha_pItanA
cloche	pAxapa-AvaraNa/kloSa
clocked	samaya_lagAnA
clock	GadI/xIvAra_GadI/virAma-GadI/reSamI_kAma/mIlamApI/ceharA/cAlamApI/xiKA/samaya_nota_kara/samaya_milA/mAra/liKa/samaya_lagA
clocking_noun	samAyojana
clocking	samaya_lagAnA
clock_noun	kAlaxa_paripaWa
clocks	samaya_lagAnA
clock-watcher	GadI_xeKa_kara_kAma_karane_vAlA_karmacArI
clockwise	GadI_kI_suI_kI_xiSA/xakRiNAvarwa/xakRiNAvarwa/GadI_kI_suI_kI_xiSA_meM
clockwiser	GadI_kI_suI_kI_xiSA_meM
clockwisest	GadI_kI_suI_kI_xiSA_meM
clockwork	yaNtaXa_nirmANa_kalA/yaNtra_nirmANa_kalA/yaNtra
clodhopper	gazvAra/BArI_jUwA
clod	mUrKa_vyikwa/mUrKa_vyakwi/DelA
clog-dance	klaga_nqwya
clogged	rokanA
clogging	rokanA
clog	lakadI_ke_cappala/KadA/jUwe/avaruxXa_kara/avaruxXa_ho/roka
clogs	rokanA
cloistered	ekAnwavAsI/saMrakRiwa
cloistereder	ekAnwavAsI
cloisteredest	ekAnwavAsI
cloister	ekAnwasWala/woraNa-paWa/maTIya_jIvana
cloistering	ekAnwasWala
cloisters	ekAnwasWala
clone	hUbahU/prawirUpa/klona_safgaNaka/amiWunaka/prawirUpaNa_kara/hUbahU_banA
clones	hUbahU_banAnA
cloning	prawiopaNa/prawirUpaNa
clonked	Xvani_karanA
clonking	Xvani_karanA
clonks	Xvani_karanA
clonk	Xvani/Xvani_kara
close-around	round/verb/AliMgana_karanA
close-cropped	CAztakara_CotA_kiyA_huA
closed	banXA_huA/sImiwa/safkIrNa/banxa
closeder	banXA_huA
closedest	banXA_huA
closedown	najaxIkI
close-down	najaxIkI/prasAraNa_samApwi/kArya-banxI/samApwa_kara
closefisted	kaFjUsa
close-fitting	kasA_huA/cuswa_silA_huA
close-fought	kama_anwara_kA
close-in	CotA_ho
close-kniter	milajulakara
close-knitest	milajulakara
close-knit	milajulakara/safgaTiwa
closelipped	rahasyAwmaka
closely	nikatawA_se/XyAnapUrvaka/nikata_se/GaniRTa_rUpa_se/XyAna_se
closemouthed	rahasyAwmaka
closeness	GaniStawA/najaxIkI
close	pAsa/xamaGotU/wafga/saMvqwa/saccA/nikata/najaxIkI/najaxIka/karIbI/karIba/kaFjUsa/judA_huA/Gutana_BarA/gupwa/GanI/gaharI/gaharA/gahana/CipAU/bArIkI_se/barAbarI_kA/barabarI_kA/banxa/bAlabAla/bahuwahI/AsapAsa_kA/anXI/acCI_warahase/samAna/sUkRma/barAbara_kA/ekasAWa/bArIka/gopanIya/savqwa/pAsa/sawarkawApUrvaka/najaxIka/kasakara/AsapAsa/pAsa_meM/samApwII/anwa/samApwi/XyAna_nahIM_xe/samApwa_kara/samApwa_ho/pUrNa_kara/pUrA_kara/pUrA/moMxa/lipata/Kawma_kara/Kawma_ho/karIba_jA/Gera/ekatra_kara/DAfka/Bara/banxa_kara/banxa_ho/najaxIka_A
closer	najaxIkI
closers	aXika_pAsa
close-run	kama_anwara_kA
close-set	satA_huA/gaTA_huA
closes	najaxIkI
closest	najaxIkI
closeted	kisI_kArya_meM_magna_honA
closet	gupwa/gopanIya/alamArI/SOcaGara/CotA_kamarA/ekAnwa_meM_raKa/kisI_kArya_meM_magna_ho
closeting	kisI_kArya_meM_magna_honA
closets	kisI_kArya_meM_magna_honA
close-up	badA_evaM_pAsa/nikata_Sata/nikatacitra/kuCa_samaya_kelie_banxa_kara
closeup	nikata_AnA
close-ups	nikata_AnA
closeups	nikata_AnA
close-with	Amane_sAmane_ho
closing-date	anwima_wiWi
closing	najaxIkI
closing-time	banxa_karane_kA_samaya
closured	samApana
closure	samApana/kAma_banxI/banxI/banxa_honA/mawAxeSa_xe_kara_samApana
closures	samApana
closuring	samApana
clothed	vaswra_pahananA/veRtiwa/AcCAxiwa
clothes-brush	kapade_sAPa_karane_kA_braSa
clothes-hanger	kapade_tAfgane_kA_hEMgara
clothes-horse	PESanaparaswa_Orawa/lakadI_kI_alaganI
clothes-line	rassI_kI_alaganI
clothes-peg	kapadoM_kI_pina
clothes-pin	kapadoM_kI_pina
clothes	vaswra/kapade
clothe	vaswra_pahanA/kapade_pahana/kapade_kA_prabanXa_kara/DakA_ho/vaswra_pahana
clothings	vaswra
clothing	vaswra/pariXAna/pahanAvA
cloth	kapade_kA/kapadA/waSwariyAz_poMCane_ka_kapadA/vastra/pAxarI/mejapoSa/kavara
cloths	kapadA
clots	WakkA_honA
clotted	WakkA_honA
clotting	WakkA_honA
clot	WakkA/mUrKa_vyakwi/WakkA_ho/WakkA_bana
cloud	bAxala/xala-bAxala/gubArA/XuzXalA_kara/xuRiwa_kara/XunXalA_kara/ulaJA/kirakirA_kara/KarAba_kara/kamajora_kara/Gira_jA/Daka_xe/CA_jA/bAxaloM_se_Daka_jA/Bara_jA
cloudburst	acAnaka_bAriSa_honA/mUsalAXAra_varRA
cloudbursts	acAnaka_bAriSa_honA
cloud-cuckoo-land	kalpanA-loka
clouded	bAxala
clouding	bAxala
cloud-land	kalpanA-loka
cloudlesser	meGa_rahiwa
cloudlessest	meGa_rahiwa
cloudless	meGa_rahiwa/meGaSUnya
clouds	bAxala
cloudy	meGAcCAixawa/meGAcCAxiwa/matamElA
clouted	praBAva
clout	GUzsA/mukkA/praBAva/GUzsA_mAra
clouting	praBAva
clouts	praBAva
clove	lOMga/javA
cloven	cipake_hue_rahanA
clover	eka_prakAra_kA_pOXA
clovers	eka_prakAra_kA_pOXA
cloves	lOMga
clowned	mUrKa
clowning	mUrKa
clownisher	mUrKawApUrNa
clownishest	mUrKawApUrNa
clownish	mUrKawApUrNa/vixURaka_jEsA
clown	jokara/vixURaka/BAzda/mUrKa/masaKarI_kara/mUrKawApUrNa_vyavahAra_kara
clownlike	vixURaka_jEsA
clowns	mUrKa
cloying	ubAne_vAlA/KuSAmaxI
cloy	ubAne_vAlA
cloze-test	kloja_testa/rikwa_sWAno_kI_pUrwI_sahI_Sabxo_se_karane_kI_parIkRA
clubbed	daNdA
clubbing	daNdA
club-footed	pAzvaPirA
club-foot	pAxavikqwi
clubhouse	klaba_saxana
club	klaba/stika/safGa/rAwri-klaba/rAwri-goRTI/mugaxara/lATI/klaba-Gara/gaxA/daNdA/cidiyA/cidI/mila/ikkaTA_kara/ikaTTA_ho/ekatra_kara/eka_ho_jA/daNde_se_pIta/banxUka_ke_kunxe_se_mAra/daNde_se_mAra
clubs	daNdA
clucked	kudakudAne_kI_AvAja_karanA
clucking	kudakudAne_kI_AvAja_karanA
cluck	kudakudA/kudakudAnA/kutakutA/c_c_kara/kudakudAne_kI_AvAja_kara
clucks	kudakudAne_kI_AvAja_karanA
clued	sUwra
clueless	bevakUPa
cluelesser	bevakUPa
cluelessest	bevakUPa
clues	sUwra
clue	sUwra/surAga/safkewa_Sabxa/safkewa
cluing	sUwra
clumped	XamAke_ke_sAWa_calanA
clump	gucCA/XamaXamAhat/lOMxA/Juramuta/Xama-Xama_karane_kA_calana/XamaXamAwe_hue_cala/BIda_lagA/XamAke_ke_sAWa_cala
clumpier	BArI_Ora_BaxxA
clumpiest	BArI_Ora_BaxxA
clumping	XamAke_ke_sAWa_calanA
clumps	XamAke_ke_sAWa_calanA
clumpy	BArI_Ora_BaxxA
clumsier	beDafgA
clumsiest	beDafgA
clumsily	beDafgA_rUpa_se/PUhada_Dafga_se
clumsy	beDafgA/PUhada/bedOla
clung	bane_rahanA
clunked	Gisane_kI_AvAja
clunk	Gisane_kI_AvAja/Xamma/Xamma_kI_AvAja_kara
clunking	Gisane_kI_AvAja
clunks	Gisane_kI_AvAja
clustered	eka_sAWa_BArI_safKyA_meM_eka_sWAna_para_honA
cluster	gucCA/Juramuta/JuNda/JuNda_banA/jamA_ho/gucCA_banA/BIda_lagA/eka_sAWa_BArI_safKyA_meM_eka_sWAna_para_ho
clustering	eka_sAWa_BArI_safKyA_meM_eka_sWAna_para_honA
cluster_noun	gucCa
clusters	eka_sAWa_BArI_safKyA_meM_eka_sWAna_para_honA
clutched	pakadanA
clutches	pakada
clutching	pakadanA
clutch	pakada/klaca/cafgula/ando_se_nikale_hui_baccee/aNdo_kA_samuccaya/yanwroM_ke_aMSoM_ko_jodane_vAlA_upakaraNa/pakada/upaka_kara_pakada/AcCI_waraha_pakada
clutter	avyavasWiwa/aswa-vyaswa_kara
cluttered	aswa-vyaswa_karanA
cluttering	aswa-vyaswa_karanA
clutters	aswa-vyaswa_karanA
cmd	aXyakRa-saha-prabanXa-nixeSaka
cm	sentImItara/seMtimItara
coach	basa/yAna/rela_kA_dibbA/praSikRaka/prAiveta_tyUtara/bagXI/SikRaka/praSikRaNa_xe/parikRArWiyoM_ko_parikRA_ke_lii_wEyAra_karA/SikRA_xe
coached	SikRaka
coaches	SikRaka
coach-house	gAdIGara
coaching	SikRaka
coaching-traffic	kociMga_yAwAyAwa
coachload	basa_meM_yAwrIyoM_kA_samUha
coachman	GodAgAdI_cAlaka
coachmen	GodAgAdI_cAlaka
coachs	SikRaka
coagulated	WakkA_jamanA
coagulates	WakkA_jamanA
coagulate	WakkA_jama
coagulating	WakkA_jamanA
coagulations	WakkA
coagulation	WakkA
coal-black	koyale_jEsA_kAlA/koyale_kI_waraha_kAlA
coaled	koyalA
coalesced	eka_sAWa_milanA
coalesce	eka_sAWa_mila
coalesce_noun	saMlayana
coalesces	eka_sAWa_milanA
coalescing	eka_sAWa_milanA
coalface	koyale_kA_Dera
coalfaces	koyale_kA_Dera
coal-fired	koyalA-UrjA
coal-gas	koyale_se_nikalI_gEsa
coal-hole	laGu_koyalA_koRTa
coaling	koyalA
coalition	milA_julA/safgaTana/Ekya/asWAyI_safgaTan
coalitions	safgaTana
coal	koyalA/afgAra/koyalA_upalabXa_kara/koyalA_Bara
coalmine	koyale_kI_KAna
coal-scuttle	koyale_kA_tokarA
coals	koyalA
coal-tar	dAmara
coaming	jahAja_ke_kinAroM_kA_uTA_huA_BAga
coamings	jahAja_ke_kinAroM_kA_uTA_huA_BAga
coarsely	motA_Ora_BArI
coarse	motA/xAnexAra/KuraxurA/GatiyA/ganxA/aSlIla/amArjiwa/rUKA/aSiRta
coarsen	BArI
coarsened	BArI
coarseness	KuraxarApana/GatiyApana
coarsening	BArI
coarsens	BArI
coarser	motA
coarsest	motA
coarse-textured	KurxurI_bunAvata_vAlA
coastal	watavarwI/watIya
coasted	nIce_DAla_para_PisalanA
coaster	garma_barwana_Axi_raKane_kI_gola_tikalI/mAla_Done_vAlA_jahAja
coasters	mAla_Done_vAlA_jahAja
coastguards	wata_kI_surakRA_bala
coastguard	wata_kI_surakRA_bala/watarakRaka_senA
coasting	nIce_DAla_para_PisalanA
coastline	samuxrI_kinArA/wata-reKA
coastlines	samuxrI_kinArA
coast	samuxra_wata/wata/kinArA/vyApAra_kara/Pisala/kinAre-kinAre_le_jA/calA/binA_pEra_mAre_calA/nIce_DAla_para_Pisala
coasts	nIce_DAla_para_PisalanA
coat-hanger	kota_tAfgane_kA_hEMgara
coatings	parawa
coat	kota/waha/roma/paraxA/parawa/labAxA/KAla/kota_kA_kapadA/JillI/jAketa/CilakA/camadA/bAla/AvaraNa/{AvaraNa}jAnavara_ke_bAla/lepa/waha_caDA/powa/parawa_caDA/pahanA/laWa-paWa_ho/lagA/kalaI_kara/kota_pahanA/KarAba_kara/Daka_xe/DakA_ho/BarA_huA_ho/lepa
coaxed	manAnA
coaxer	PusalAne_vAlA_vyakwi
coaxes	manAnA
co-axial	samAkRIya
coaxial	samAkRIya
coaxing	manA/KuSAmaxa/manAnA
coax	manA
cobalamin	kobAlamina
cobalt	koboYlta/kobAlta_se_nikalane_vAlA_nIlA_rafga/kobAlta/eka_prakAra_kI_XAwu
cobalts	koboYlta
cobbed	nAtA_GodA
cobbing	nAtA_GodA
cobble	Cote_pawWara/Cote_pawWara_biCA/marammawa_kara
cobbled	marammawa_karanA
cobbler	mocI/kablara/bakavAsa
cobblers	mocI
cobbles	marammawa_karanA
cobbling	marammawa_karanA
cob	gola_dabala_rotI/nAtA_GodA/haMsa/mittI_Ora_BUsA_milAkara_banA_huA_paxArWa
COBOL	kampyUtara_kI_vyApArika_BARA
cobol_noun	kobola
cobras	viRElA_sAmpa
cobra	viRElA_sAmpa
cobs	nAtA_GodA
cobwebs	makadI_kA_jAla
coca-cola	kokA-kolA
Coca-Cola	kokA-kolA
cocaine	kokena/kokena{naSIlI_vaswu}
cocaines	kokena
cocain	kokena
cocains	kokena
coccyges	merUxaNda_ke_nIce_kI_CotI_haddI
coccyx	merUxaNda_ke_nIce_kI_CotI_haddI
cochinealer	KAnevAlA_lAla_rafga
cochinealest	KAnevAlA_lAla_rafga
cochineal	KAnevAlA_lAla_rafga
cochineals	KAnevAlA_lAla_rafga
cock-a-doodle-doo	kukadUz-kUM
cock-a-hoop	bahuwa_sanwuRta/bahuwa_KuSa/bahuwa_hI_prasanna
cock-a-hooper	bahuwa_sanwuRta
cock-a-hoopest	bahuwa_sanwuRta
cockamamie	hAsyAspaxa
cockamamy	hAsyAspaxa
cockatoo	eka_prakAra_kA_wowA/kAkAwuA
cockatoos	eka_prakAra_kA_wowA
cock-crow	subaha
cocked	eka_waraPa_JukAnA
cockerel	murga_patTA
cockeyed	mUrKawApUrNa/wiraCA/bewukA
cock-eyed	teDA/wiraCA/avyAvahArika/mUrKawApUrNa
cock-fighting	kukkuta_yuxXa
cock-fight	kukkuta_yuxXa
cockier	ahafkArI
cockies	ahafkArI
cockiest	ahafkArI
cockily	ahafkArI_rUpa_se
cockiness	AkrAmaka_xqDEYwA
cocking	eka_waraPa_JukAnA
cock	murgA/SikRna/roXanI/narapakRI/konaxAra_BUse_kA_Dera/besira_pEra_kI_bAwa/banxUka_kA_GodA/wiraCA_kara/Safku_AkAra_meM_BUse_kA_Dera_lagA/kara/KadA_kara/banxUka_kA_GOdA_caDA/AzKa_mAra/eka_waraPa_JukA/uTAkara_wEyAra_raKa
cockney	lanxaniyA
cockpit	cAlaka_kakRa/kakapita/cAlaka-sWAna/{vAyuyAna_meM}cAlaka_sWAna
cockpits	cAlaka_sWAna
cockroaches	wilacittA
cockroach	wilacittA
cockscomb	murge_kI_kalagI
cocks	eka_waraPa_JukAnA
cocksure	pUrNa_rUpa_se_niSciwa/awiviSvAsI
cocksurer	pUrNa_rUpa_se_niSciwa
cocksurest	pUrNa_rUpa_se_niSciwa
cocktail	maxyapAna_kI_xAvawa/mikRaNa/maXapAna_kI/kakatela
cocktails	maxyapAna_kI_xAvawa
cock-up	bigAda/sawyAnASa/bigAdanA
cock-ups	bigAdanA
cocky	ahafkArI/garvIlA
cocoaer	koko
cocoaest	koko
cocoa	koko
cocoanuter	nAriyala
cocoanutest	nAriyala
cocoanut	nAriyala
cocoanuts	nAriyala
cocoas	koko
coconuter	nAriyala
coconutest	nAriyala
coconut	nAriyala
coconuts	nAriyala
cocooned	xuniyA_se_alaga_rahanA
cocooning	xuniyA_se_alaga_rahanA
cocoon	koyA/surakRA_kavaca/xuniyA_se_alaga_raha
cocoons	xuniyA_se_alaga_rahanA
cocotte	veSyA
coda	ABoga/kodA
codas	ABoga
codasyl	kodAsila
codasyl_noun	kodAsila
codded	eka_prakAra_kI_maCalI
codding	eka_prakAra_kI_maCalI
coddled	sAvaXAnI_se_xeKaBAla_karanA
coddle	sAvaXAnI_se_xeKaBAla_kara/usana/lAda-pyAra_se_pAla
coddles	sAvaXAnI_se_xeKaBAla_karanA
coddling	sAvaXAnI_se_xeKaBAla_karanA
coded	sAfkewika_afka
codeine	kodIna/kodIna{xarxa_nivAraka_xavA}
codeines	kodIna
cod	eka_prakAra_kI_maCalI/kada/bevakUPa_banAa
code	kUta_safkewa/saMhiwA/kUta_BARA/koda/sAfkewika_afka/niyamAvalI/safkewabaxXa_kara/kUta_safkewa_meM_liKa/kUta_safkewa_xe
code-named	sAfkewika_nAma_vAlA
code-name	sAfkewika_nAma
code_noun	kUta/koda
coder	kodiwra
coder_noun	kodiwra
codes	sAfkewika_afka
codger	anoKA_bUDA_vyakwi
codgers	anoKA_bUDA_vyakwi
codicil	pariSiRta/upaxiwsA
codicils	pariSiRta
codification	saMhiwAkaraNa
codified	saMhiwA_banAnA
codifies	saMhiwA_banAnA
codifying	saMhiwA_banAnA
codify	saMhiwA_banA/saMhiwAbaxXa_kara
coding_noun	kUtaleKana/kodana
coding	sAfkewika_afka
cods	eka_prakAra_kI_maCalI
codses	eka_prakAra_kI_maCalI
codswallop	bakavAsa
codswallops	bakavAsa
co-ed	sahaSikRA
coed	sahaSikRA
coefficient	guNAfka/sahakArI_kAraNa
coefficients	guNAfka
coerced	majabUra_karanA
coerce	majabUra_kara/jabaraxaswI_kara
coerces	majabUra_karanA
coercing	majabUra_karanA
coercion	jora-jabaraxaswI/jora-jabarxaswI
coercions	jora-jabaraxaswI
coercive	XamakI_BarA/avapIdaka/balayukwa
co-executor	saha-niRpAxaka
coexisted	milajulakara_rahanA
coexistence	saha_aswiwva/saha-aswiwva/mila-julakara_rahanA
coexistences	mila-julakara_rahanA
coexisting	milajulakara_rahanA
coexist	milajulakara_raha
coexists	milajulakara_rahanA
coffee-bar	jalapAnagqha
coffee-break	maXyavakASa
coffee-house	koYPI-hAusa
coffeehouse	koYPI-hAusa
coffee-houses	koYPI-hAusa
coffeehouses	koYPI-hAusa
